iter	Logloss
156	0.00743329877
157	0.00734146823
158	0.007296380086
159	0.007183383946
160	0.007100620548
161	0.006984511133
162	0.006966042958
163	0.006851539971
164	0.006802272758
165	0.006645847455
166	0.006591566004
167	0.006479777785
168	0.006455936879
169	0.006434205291
170	0.006408743345
171	0.006338972511
172	0.006215549542
173	0.006179425292
174	0.006119994245
175	0.006087201662
176	0.005981247809
177	0.005959175594
178	0.005868923976
179	0.00584184865
180	0.005785739571
181	0.005733749885
182	0.005713141664
183	0.005680751701
184	0.005592742027
185	0.005547674036
186	0.005524546616
187	0.005507031425
188	0.005418995183
189	0.005386580371
190	0.005358640791
191	0.005349774436
192	0.005321493891
193	0.005287929635
194	0.005266927497
195	0.00523942748
196	0.005212977772
197	0.005172956833
198	0.005137523231
199	0.005121861961
200	0.005107990163
201	0.005050838081
202	0.005011038605
203	0.004984667618
204	0.004946335789
205	0.004864062528
206	0.004842905462
207	0.004828810237
208	0.00480284095
209	0.004742297925
210	0.004680561085
211	0.004625250538
212	0.00461448345
213	0.004576969768
214	0.004551708243
215	0.00454132551
216	0.004511002212
217	0.004484288971
218	0.004463309456
219	0.004451055827
220	0.004436137358
221	0.004393351156
222	0.004367344633
223	0.004353366931
224	0.004334644202
225	0.00428302314
226	0.004251714795
227	0.004238952228
228	0.004214234927
229	0.004184965989
230	0.00417804058
231	0.004163057771
232	0.004122864731
233	0.004074229075
234	0.004051106613
235	0.004030769399
236	0.004009120417
237	0.003961769531
238	0.003944605374
239	0.003926668776
240	0.003917999587
241	0.003875542055
242	0.003857414308
243	0.003837570362
244	0.003825997635
245	0.003810409699
246	0.003805213628
247	0.003788448207
248	0.003782679502
249	0.003740940691
250	0.003723707404
251	0.003704370094
252	0.003647358036
253	0.003629224886
254	0.003622962775
255	0.003579976245
256	0.003543362564
257	0.003519421801
258	0.003509932577
259	0.003505633145
260	0.003456425178
261	0.003446324549
262	0.003434594853
263	0.003398822911
264	0.003375859305
265	0.003354973661
266	0.003341581486
267	0.003331121198
268	0.003326800049
269	0.003319736504
270	0.003311945644
271	0.003287945207
272	0.003253571736
273	0.003239037868
274	0.003223874393
275	0.00321129834
276	0.003196765623
277	0.00318956778
278	0.003154064819
279	0.003142445755
280	0.003136529583
281	0.003122414021
282	0.003082840458
283	0.003055380133
284	0.00303941989
285	0.003035585669
286	0.003024833354
287	0.003012392988
288	0.002987111157
289	0.002974622927
290	0.002962547309
291	0.002937966317
292	0.00292282974
293	0.002893334275
294	0.002862882342
295	0.002853498684
296	0.002831445247
297	0.002800841557
298	0.002795186913
299	0.002778589719
300	0.002760915694
301	0.002758023836
302	0.002731292415
303	0.002707584127
304	0.002701355736
305	0.002687837128
306	0.002679791861
307	0.002674707657
308	0.002664307051
309	0.002650703743
310	0.002638328677
311	0.002624505449
312	0.002604394893
313	0.002591194772
314	0.002577409324
315	0.00256950966
316	0.002555759413
317	0.00254718144
318	0.002533028689
319	0.002527074637
320	0.002494190531
321	0.002477651591
322	0.002470718094
323	0.002469025455
324	0.002454419611
325	0.0024370758
326	0.002432571145
327	0.002404564338
328	0.002381956125
329	0.002376434944
330	0.002356636767
331	0.002346088048
332	0.002320308552
333	0.002312360685
334	0.002303377982
335	0.002289690948
336	0.002283078816
337	0.002266744978
338	0.002252231677
339	0.002243779016
340	0.002237493391
341	0.002209490645
342	0.002199462552
343	0.002192712492
344	0.00218946594
345	0.002160713492
346	0.00215120799
347	0.002138070016
348	0.002116153641
349	0.002103783632
350	0.00208738619
351	0.002084093492
352	0.002082862909
353	0.002075119476
354	0.002060340509
355	0.002037581091
356	0.00202303186
357	0.002020433794
358	0.00201587324
359	0.001996027851
360	0.001989140092
361	0.001979113366
362	0.001970661633
363	0.001969550116
364	0.001957216575
365	0.001939254814
366	0.001914344836
367	0.001903870987
368	0.001897381773
369	0.001879741062
370	0.001868962877
371	0.001863749731
372	0.001858535189
373	0.001851709982
374	0.001845661813
375	0.001829079476
376	0.001820973344
377	0.001818704148
378	0.001816640653
379	0.001812109491
380	0.001796493429
381	0.00179060803
382	0.001785395183
383	0.001774844776
384	0.001768149533
385	0.00174868434
386	0.001738950361
387	0.001735293139
388	0.001727255768
389	0.001716107379
390	0.001710535679
391	0.001708996945
392	0.001702648753
393	0.001702636121
394	0.001695786058
395	0.001694856734
396	0.001688512041
397	0.001671221949
398	0.001664833475
399	0.001663502053
400	0.00166031427
401	0.001653525017
402	0.00164477089
403	0.001639066495
404	0.001639066495
405	0.001639066495
406	0.001632328982
407	0.001625876374
408	0.001612771475
409	0.001609727223
410	0.001590409052
411	0.001583661616
412	0.001582093675
413	0.001568269933
414	0.001560716743
415	0.001558552286
416	0.00154970154
417	0.001536396506
418	0.001528572654
419	0.001524418427
420	0.00151804682
421	0.001508921492
422	0.00150115291
423	0.001499229645
424	0.001491507861
425	0.001486983168
426	0.001483390264
427	0.001475988901
428	0.001471187254
429	0.001464553834
430	0.00145838422
431	0.001455600864
432	0.001446204563
433	0.001436775136
434	0.00143020169
435	0.001423050571
436	0.001412318439
437	0.001403484619
438	0.001402159532
439	0.001396114321
440	0.001393513485
441	0.001381927888
442	0.001368250985
443	0.001366899748
444	0.001362334079
445	0.001362333212
446	0.001356106939
447	0.001351635909
448	0.001347628823
449	0.001344619066
450	0.001344613529
451	0.001338282281
452	0.001336647751
453	0.001332558474
454	0.001327611179
455	0.001324229092
456	0.00131727888
457	0.001313189569
458	0.001309807559
459	0.001300167483
460	0.001297116727
461	0.001292633414
462	0.001288835757
463	0.001287289599
464	0.001279080103
465	0.001276375776
466	0.001276373543
467	0.001276373662
468	0.001276372204
469	0.001271909285
470	0.001265478786
471	0.001265477248
472	0.001255795362
473	0.001251952121
474	0.001251950728
475	0.00125059517
476	0.001250591909
477	0.001250583544
478	0.001248444898
479	0.001242220644
480	0.001236835953
481	0.001236822684
482	0.001233363794
483	0.001229712304
484	0.001227488636
485	0.0012266265
486	0.001219256129
487	0.001216649004
488	0.001215439306
489	0.001213984617
490	0.001209121527
491	0.001206349674
492	0.001202096634
493	0.001200604571
494	0.001192394078
495	0.00117961247
496	0.001178430481
497	0.001175431583
498	0.001168833691
499	0.001162185371
500	0.001158980352
501	0.001156085946
502	0.001146338104
503	0.00113704509
504	0.001137045029
505	0.001137044162
506	0.001137043617
507	0.001133729885
508	0.001131241306
509	0.001122921129
510	0.00111738681
511	0.001113762448
512	0.001107811646
513	0.00110356128
514	0.001102668604
515	0.00109843506
516	0.001097302223
517	0.001093841365
518	0.001090985161
519	0.001088957983
520	0.001088957983
521	0.001087585646
522	0.001081571278
523	0.00108156022
524	0.001080251763
525	0.001078249116
526	0.001075048532
527	0.001073232015
528	0.001069701724
529	0.001065695697
530	0.001061195827
531	0.001058657467
532	0.001055835425
533	0.001055834772
534	0.001047315868
535	0.001044686222
536	0.001036678896
537	0.001035629965
538	0.001031903894
539	0.001027073986
540	0.001021771313
541	0.001017388371
542	0.001012694965
543	0.001010130815
544	0.001005755835
545	0.001002184142
546	0.001002183893
547	0.001000426084
548	0.001000427139
549	0.0009982837391
550	0.0009972008272
551	0.0009971973777
552	0.0009971975849
553	0.0009955471727
554	0.0009955469041
555	0.0009955428329
556	0.0009955416472
557	0.0009955403004
558	0.0009922814502
559	0.000992279969
560	0.0009922776437
561	0.0009922746777
562	0.0009922729164
563	0.0009922715773
564	0.000992269087
565	0.0009922676327
566	0.0009887576823
567	0.000978867062
568	0.0009788654005
569	0.0009769834766
570	0.0009769801421
571	0.0009740781235
572	0.0009740475265
573	0.0009740475303
574	0.0009740475111
575	0.000974036184
576	0.0009740365063
577	0.0009740360113
578	0.0009740351863
579	0.0009740298758
580	0.0009740271821
581	0.0009740226774
582	0.0009740045087
583	0.0009737353817
584	0.0009729976521
585	0.0009729947474
586	0.0009669308
587	0.0009669265753
588	0.0009642874714
589	0.0009642874714
590	0.0009633568351
591	0.0009615605093
592	0.0009603973788
593	0.0009575861845
594	0.0009553103011
595	0.000955308843
596	0.0009505118274
597	0.0009440852658
598	0.0009383674254
599	0.000935095905
